1
572 836
7 396 38703
396 88 6466
88 523 86571
523 172 86044
172 446 4243
446 318 60937
318 511 47332
511 337 65920
337 516 60775
516 423 9513
423 317 19444
317 124 83055
124 530 48297
530 76 60540
76 420 64684
420 342 22510
342 570 81290
570 340 32655
340 260 20956
260 431 90651
431 168 78684
168 292 31667
292 39 13966
39 226 97564
226 97 45039
97 445 2716
445 277 87707
277 101 51086
101 209 99457
209 533 47681
533 68 70099
68 361 46140
361 335 110
335 283 76156
283 21 68385
21 542 45826
542 352 16462
352 216 94049
216 324 379
324 375 43531
375 531 71777
531 400 78333
400 137 55249
137 186 33151
186 488 88402
488 454 27450
454 399 87064
399 336 55635
336 183 91351
183 295 29911
295 379 97521
379 138 41470
138 406 6509
406 297 39288
297 521 25237
521 129 91499
129 250 81778
250 302 32854
302 146 91718
146 2 95889
2 466 51185
466 77 93207
77 271 77697
271 437 92441
437 285 16503
285 435 20219
435 57 40630
57 479 4291
479 487 16143
487 144 48806
144 357 75835
357 415 99709
415 35 25796
35 22 36282
22 19 39013
19 414 51267
414 174 77180
174 372 98303
372 546 77000
546 274 87842
274 48 1742
48 547 88742
547 561 80371
561 211 59265
211 32 962
32 348 5493
348 439 84407
439 354 64827
354 11 35541
11 287 35118
287 301 57706
301 131 14511
131 448 79825
448 20 46787
20 91 38360
91 330 33407
330 141 96163
141 232 3292
232 290 39899
290 155 71784
155 371 14880
371 294 92068
294 524 33222
524 17 6121
17 569 6766
569 545 44407
545 528 46222
528 356 46645
356 262 81924
262 304 3162
304 249 25135
249 140 64485
140 405 36840
405 72 34163
72 116 15291
116 519 97298
519 496 46331
496 66 67362
66 280 94473
280 1 26153
1 234 10568
234 245 90279
245 411 64541
411 447 49106
447 333 43455
333 231 54356
231 31 86399
31 309 28946
309 255 95338
255 242 77007
242 508 21353
508 427 58938
427 221 3539
221 459 92745
459 164 42692
164 548 78526
548 45 66222
45 188 22729
188 266 92337
266 419 22069
419 470 37109
470 491 64843
491 204 80285
204 265 82370
265 246 55198
246 16 7009
16 560 78246
560 90 6792
90 452 85147
452 293 55690
293 441 19607
441 500 28330
500 4 93146
4 123 99130
123 558 50344
558 113 30965
113 259 5516
259 310 63356
310 93 53017
93 367 59916
367 214 32261
214 62 13649
62 115 55726
115 358 5666
358 133 77673
133 37 56421
37 286 3325
286 440 1942
440 403 30447
403 360 81487
360 69 6242
69 158 6453
158 296 25571
296 64 2656
64 489 11753
489 5 89464
5 98 73936
98 380 77363
380 100 25653
100 288 59931
288 438 19806
438 503 30967
503 365 33698
365 507 29173
507 225 4474
225 494 32052
494 253 10616
253 182 80350
182 153 98804
153 485 61952
485 391 55600
391 392 55104
392 378 20413
378 554 91662
554 555 86313
555 512 91487
512 311 71801
311 305 74347
305 320 16558
320 135 53047
135 165 16161
165 417 1316
417 96 65633
96 550 76357
550 373 60816
373 319 13246
319 192 78320
192 377 14350
377 51 69376
51 410 11232
410 450 56141
450 240 31366
240 10 92797
10 195 78914
195 199 45300
199 177 13810
177 185 24332
185 161 13583
161 175 96933
175 134 77948
134 169 60931
169 382 18904
382 328 35052
328 263 87642
263 536 64516
536 455 80247
455 540 11532
540 401 57050
401 117 50306
117 518 10424
518 416 45871
416 363 94812
363 539 38769
539 61 89418
61 314 72968
314 210 67010
210 9 89665
88 218 66619
146 189 57816
480 166 49172
179 534 86986
100 521 17081
564 416 52590
559 557 70479
169 168 354
399 209 94242
2 465 90303
189 40 1148
263 106 79196
24 41 48999
177 248 66410
525 472 24210
89 383 26205
41 228 49018
524 210 90032
483 17 33658
276 42 6648
232 184 37763
164 431 64452
160 235 81160
215 373 65679
178 325 77934
70 184 54560
381 187 21739
172 74 47154
355 399 48453
329 230 30197
416 121 29308
43 300 45874
3 268 9931
369 531 49343
172 14 132
356 14 65304
173 508 31795
265 473 85798
431 555 32306
336 278 15472
517 148 31758
251 24 96781
439 250 58721
180 3 79196
492 489 71528
273 350 29985
258 474 37868
175 268 36728
474 86 18171
474 381 56831
12 170 38427
132 73 6783
138 125 80184
51 406 59261
355 485 14892
9 561 69985
397 94 52741
114 52 9711
271 86 30686
164 2 3302
223 196 90935
112 366 21021
559 534 31527
326 58 96037
381 470 90401
432 92 19944
139 84 28345
434 453 66576
321 241 23785
140 559 12767
331 70 57818
92 390 36870
353 191 99551
498 361 68266
247 91 30177
530 157 36028
283 13 18074
44 471 38447
20 120 18246
194 331 5549
90 260 94198
313 135 99291
515 289 41174
260 165 43168
92 115 74907
545 105 33911
224 33 7933
528 318 66205
14 530 85507
88 230 61515
211 150 56224
38 212 94573
480 438 94599
127 481 83767
72 120 27956
316 170 67598
132 503 21184
108 469 59689
482 329 8379
109 236 78994
492 374 31287
231 119 20681
342 561 20820
8 285 77965
37 298 58910
360 164 25945
12 389 65177
325 226 92602
157 569 29037
552 187 8907
72 427 58323
543 404 49940
527 427 65648
469 294 48026
406 461 18657
39 452 83427
153 136 86298
317 501 41988
261 53 46920
340 456 88404
374 325 88019
209 315 97413
318 299 96712
309 6 56078
133 163 7011
472 540 90126
572 294 28258
377 55 88994
521 549 69163
189 361 52538
230 248 91388
219 565 98206
467 496 90670
28 271 51698
411 273 52046
257 202 24296
107 572 7777
15 338 15704
175 311 13659
458 551 17239
385 542 57873
8 46 1830
479 161 81212
168 346 73149
33 361 25514
18 415 25741
407 65 94702
363 37 83986
513 173 68022
228 568 68901
469 419 85882
114 321 79886
308 437 82608
510 326 25285
403 31 22933
54 261 35504
190 3 44900
466 12 91393
392 565 29135
226 519 28907
424 251 65436
371 403 73882
518 290 67872
383 343 36223
273 322 91112
75 126 28658
368 527 20092
232 90 71792
281 456 31150
371 485 92575
533 346 38807
215 20 86912
365 103 17000
158 530 35225
571 435 19967
394 48 12439
51 110 77600
53 44 50968
42 552 88085
52 189 13620
564 98 29604
406 47 8946
73 497 23006
403 283 94960
523 540 1546
484 287 38304
526 282 14679
295 328 74019
569 79 31014
215 516 90477
78 2 35558
420 321 18240
56 384 16126
17 246 2255
397 44 66771
98 388 83543
556 79 81658
171 358 65672
299 160 98873
228 406 59838
367 416 20467
12 551 76088
384 335 73244
279 103 25230
233 201 2652
149 387 60229
69 90 15355
99 15 37673
499 292 86443
438 12 27230
468 201 58232
331 69 38302
151 345 610
50 277 95979
87 543 23439
24 540 2871
135 284 23040
322 209 61723
184 469 53540
149 50 98494
324 272 76078
424 151 31990
276 164 97691
350 192 10141
276 167 36439
406 509 61999
48 429 73728
487 527 39976
160 380 8020
50 55 50165
418 209 4201
3 257 55716
236 433 2620
96 139 73884
459 95 1870
328 115 46956
372 330 74068
236 321 55256
473 471 30183
361 250 67135
441 442 30979
324 311 62916
293 487 7500
231 378 81929
164 510 5112
95 58 57546
394 140 8908
143 449 72497
30 229 21507
107 570 22385
109 225 55209
407 500 99407
99 84 84697
171 66 30629
281 116 67985
365 564 4859
90 339 36843
479 265 99039
453 88 42088
370 430 94982
172 215 96609
155 495 82351
503 218 2504
174 474 92372
263 3 2914
154 343 370 706 739 387 37 542 584 940 405 691 142 415 753 307 683 105 898 868 533 188 341 338 397 816 483 376 178 12 456 40 130 504 104 514 761 44 911 384 632 7 62 948 598 596 691 743 54 524 390 912 724 935 407 681 721 694 70 319 998 768 411 586 801 994 647 967 365 488 37 36 394 22 990 566 698 205 356 422 763 622 455 749 543 785 582 818 412 800 57 934 446 621 692 441 976 469 257 590 527 54 906 680 360 200 425 722 91 268 953 628 463 347 452 424 769 758 940 871 557 623 524 755 992 912 273 606 759 413 628 512 82 591 193 821 134 529 646 542 64 969 438 836 378 964 523 609 310 925 93 334 875 997 356 88 418 436 20 705 146 851 806 37 726 672 858 801 85 530 561 299 768 35 467 201 927 768 164 546 583 782 646 547 365 1 24 518 379 777 460 693 359 851 962 376 805 370 171 715 848 712 627 147 705 400 73 850 156 1 872 550 210 770 857 663 270 980 635 540 515 159 845 455 747 916 220 625 230 117 990 345 270 837 349 182 121 161 869 364 287 936 189 675 150 190 798 296 885 167 796 912 617 892 119 924 661 863 463 485 303 349 719 479 342 603 551 855 556 894 785 574 76 953 696 988 457 538 547 925 288 970 588 334 685 259 621 67 350 896 888 100 18 980 691 975 413 643 14 776 972 69 64 602 247 64 340 12 841 957 368 57 851 101 671 127 101 997 99 42 73 987 767 932 778 889 532 651 501 317 875 503 590 737 567 915 809 419 620 100 864 157 814 88 97 787 493 179 325 469 380 925 702 987 961 358 624 757 971 36 640 552 784 238 533 585 587 244 783 288 570 374 391 231 514 978 281 878 375 188 486 418 128 901 55 596 987 67 64 640 982 972 691 720 200 530 870 1 671 755 803 273 556 217 504 773 732 829 596 681 289 149 754 115 707 503 103 15 15 556 40 20 473 247 373 873 932 522 909 150 425 693 602 571 977 895 653 423 849 711 74 823 713 570 169 646 106 56 462 125 729 224 651 121 62 131 186 850 692 984 830 30 273 576 545 194 223 912 540 706 881 165 89 757 903 161 479 416 184 92 232 49 267 904 722 234 24 747 428 697 887 511 141 595 962 389 995 23 563 623 900 27 441 427 909 59 777 429 605 58 927 619 33 144 376 810 959 436 213 305 188 57 61 866 963 439 129 164 555 738 297 962 32 229 778 526 267 491 881 758 771 260 845 991 418 199 620 65 374 742 591 415 191 563 599 105 912 77 22 746 40 79 47 881 156 585 318 129 449 384 146 238
